policy_id,owner_age,gender,zone,vehicle_class,vehicle_age,bonus_class,duration_years,claim_count,claim_cost,is_zero_exposure
6137,24,Male,4,5,16,7,0.926027,0,0,False
6138,24,Male,4,5,17,1,3.323288,0,0,False
6139,24,Male,4,5,17,2,2.309589,0,0,False
6140,24,Male,4,5,17,4,0.112329,0,0,False
6141,24,Male,4,5,17,5,0.380822,0,0,False
6142,24,Male,4,5,17,6,1.19726,0,0,False
6143,24,Male,4,5,18,1,0.490411,0,0,False
6144,24,Male,4,5,18,3,1.50137,0,0,False
6145,24,Male,4,5,18,4,0.49863,0,0,False
6146,24,Male,4,5,18,6,0.339726,0,0,False
6147,24,Male,4,5,19,1,0.983562,0,0,False
6148,24,Male,4,5,23,1,0.421918,0,0,False
6149,24,Male,4,5,42,5,0.953425,0,0,False
6150,24,Male,4,6,1,3,0.457534,0,0,False
6151,24,Male,4,6,1,4,0.747945,0,0,False
6152,24,Male,4,6,1,5,0.542466,0,0,False
6153,24,Male,4,6,1,7,0.723288,0,0,False
6154,24,Male,4,6,2,3,0.482192,0,0,False
6155,24,Male,4,6,2,4,0.00274,0,0,False
6156,24,Male,4,6,2,5,0.50137,0,0,False
6157,24,Male,4,6,2,6,0.49863,0,0,False
6158,24,Male,4,6,2,7,0.928767,0,0,False
6159,24,Male,4,6,3,1,1.005479,0,0,False
6160,24,Male,4,6,3,2,0.167123,0,0,False
6161,24,Male,4,6,3,3,0.791781,0,0,False
6162,24,Male,4,6,3,4,0.50411,0,0,False
6163,24,Male,4,6,3,5,0.928767,0,0,False
6164,24,Male,4,6,3,6,0.082192,0,0,False
6165,24,Male,4,6,3,7,1.178082,0,0,False
6166,24,Male,4,6,4,3,0.49589,0,0,False
6167,24,Male,4,6,4,4,0.353425,0,0,False
6168,24,Male,4,6,4,5,0.421918,0,0,False
6169,24,Male,4,6,4,6,1.0,0,0,False
6170,24,Male,4,6,5,1,1.805479,0,0,False
6171,24,Male,4,6,5,3,0.117808,0,0,False
6172,24,Male,4,6,5,4,1.945205,0,0,False
6173,24,Male,4,6,5,5,0.438356,0,0,False
6174,24,Male,4,6,5,6,0.89589,0,0,False
6175,24,Male,4,6,5,7,1.471233,1,21763,False
6176,24,Male,4,6,6,1,0.70137,0,0,False
6177,24,Male,4,6,6,2,0.764384,0,0,False
6178,24,Male,4,6,6,3,0.660274,0,0,False
6179,24,Male,4,6,6,4,0.164384,0,0,False
6180,24,Male,4,6,6,5,0.580822,0,0,False
6181,24,Male,4,6,6,6,0.857534,0,0,False
6182,24,Male,4,6,6,7,1.369863,0,0,False
6183,24,Male,4,6,7,1,1.531507,0,0,False
6184,24,Male,4,6,7,2,0.39726,0,0,False
6185,24,Male,4,6,7,3,0.019178,0,0,False
6186,24,Male,4,6,7,4,1.726027,0,0,False
6187,24,Male,4,6,7,5,2.468493,0,0,False
6188,24,Male,4,6,7,6,3.021918,0,0,False
6189,24,Male,4,6,7,7,0.989041,0,0,False
6190,24,Male,4,6,8,2,2.079452,0,0,False
6191,24,Male,4,6,8,3,1.783562,0,0,False
6192,24,Male,4,6,8,4,0.871233,0,0,False
6193,24,Male,4,6,8,5,2.457534,0,0,False
6194,24,Male,4,6,8,6,2.49863,0,0,False
6195,24,Male,4,6,8,7,0.40274,0,0,False
6196,24,Male,4,6,9,1,0.978082,0,0,False
6197,24,Male,4,6,9,2,0.386301,2,34238,False
6198,24,Male,4,6,9,4,1.482192,0,0,False
6199,24,Male,4,6,9,5,2.254795,0,0,False
6200,24,Male,4,6,9,6,0.767123,0,0,False
6201,24,Male,4,6,9,7,1.531507,0,0,False
6202,24,Male,4,6,10,1,1.542466,0,0,False
6203,24,Male,4,6,10,2,0.660274,0,0,False
6204,24,Male,4,6,10,4,0.687671,0,0,False
6205,24,Male,4,6,10,5,3.561644,0,0,False
6206,24,Male,4,6,10,6,2.526027,0,0,False
6207,24,Male,4,6,10,7,2.041096,0,0,False
6208,24,Male,4,6,11,1,0.780822,0,0,False
6209,24,Male,4,6,11,2,3.953425,0,0,False
6210,24,Male,4,6,11,3,1.476712,0,0,False
6211,24,Male,4,6,11,4,1.712329,0,0,False
6212,24,Male,4,6,11,5,2.232877,0,0,False
6213,24,Male,4,6,11,6,2.005479,0,0,False
6214,24,Male,4,6,11,7,1.312329,0,0,False
6215,24,Male,4,6,12,1,0.457534,0,0,False
6216,24,Male,4,6,12,2,0.49589,0,0,False
6217,24,Male,4,6,12,4,0.717808,0,0,False
6218,24,Male,4,6,12,5,1.876712,0,0,False
6219,24,Male,4,6,12,7,0.972603,0,0,False
6220,24,Male,4,6,13,1,0.59726,0,0,False
6221,24,Male,4,6,13,2,2.219178,0,0,False
6222,24,Male,4,6,13,3,0.926027,0,0,False
6223,24,Male,4,6,13,4,1.065753,0,0,False
6224,24,Male,4,6,13,5,0.591781,0,0,False
6225,24,Male,4,6,14,1,1.00274,0,0,False
6226,24,Male,4,6,14,2,0.950685,0,0,False
6227,24,Male,4,6,14,5,0.49589,0,0,False
6228,24,Male,4,6,14,6,0.50411,0,0,False
6229,24,Male,4,6,14,7,1.2,0,0,False
6230,24,Male,4,6,15,2,0.942466,0,0,False
6231,24,Male,4,6,15,4,0.49863,0,0,False
6232,24,Male,4,6,15,5,1.413699,0,0,False
6233,24,Male,4,6,16,1,0.208219,0,0,False
6234,24,Male,4,6,16,7,0.958904,0,0,False
6235,24,Male,4,6,17,1,0.145205,0,0,False
6236,24,Male,4,6,17,3,1.0,0,0,False
6237,24,Male,4,6,17,5,0.449315,0,0,False
6238,24,Male,4,6,17,6,0.550685,0,0,False
6239,24,Male,4,6,18,2,1.0,0,0,False
6240,24,Male,4,6,18,6,0.978082,0,0,False
6241,24,Male,4,6,18,7,0.49589,0,0,False
6242,24,Male,4,6,19,2,0.435616,0,0,False
6243,24,Male,4,6,19,7,0.972603,0,0,False
6244,24,Male,4,6,20,1,0.991781,0,0,False
6245,24,Male,4,6,20,2,1.0,0,0,False
6246,24,Male,4,7,0,4,0.309589,0,0,False
6247,24,Male,4,7,1,1,0.09863,0,0,False
6248,24,Male,4,7,1,2,1.060274,0,0,False
6249,24,Male,4,7,1,4,0.038356,0,0,False
6250,24,Male,4,7,1,5,0.358904,0,0,False
6251,24,Male,4,7,1,6,0.0,0,0,True
6252,24,Male,4,7,1,7,0.0,0,0,True
6253,24,Male,4,7,2,1,0.0,0,0,True
6254,24,Male,4,7,2,4,0.0,0,0,True
6255,24,Male,4,7,2,6,0.0,0,0,True
6256,24,Male,4,7,3,1,0.50137,0,0,False
6257,24,Male,4,7,3,6,0.0,0,0,True
6258,24,Male,4,7,4,5,0.049315,0,0,False
6259,24,Male,4,7,8,1,0.50137,0,0,False
6260,24,Male,4,7,9,2,0.624658,0,0,False
6261,24,Male,4,7,9,4,0.758904,0,0,False
6262,24,Male,4,7,11,3,1.019178,0,0,False
6263,24,Male,4,7,13,1,0.917808,0,0,False
6264,24,Male,5,1,0,7,0.057534,0,0,False
6265,24,Male,5,1,3,7,0.021918,0,0,False
6266,24,Male,5,1,11,1,0.219178,0,0,False
6267,24,Male,5,1,12,5,0.035616,0,0,False
6268,24,Male,5,1,43,1,0.994521,0,0,False
6269,24,Male,5,2,12,1,1.049315,0,0,False
6270,24,Male,5,3,1,4,0.435616,0,0,False
6271,24,Male,5,3,1,5,0.030137,0,0,False
6272,24,Male,5,3,2,2,0.435616,0,0,False
6273,24,Male,5,3,4,1,0.983562,0,0,False
6274,24,Male,5,3,4,3,0.452055,0,0,False
6275,24,Male,5,3,4,5,0.273973,0,0,False
6276,24,Male,5,3,6,1,0.493151,0,0,False
6277,24,Male,5,3,6,2,0.750685,0,0,False
6278,24,Male,5,3,6,3,0.252055,0,0,False
6279,24,Male,5,3,8,1,0.964384,0,0,False
6280,24,Male,5,3,13,1,0.145205,0,0,False
6281,24,Male,5,3,14,1,0.063014,0,0,False
6282,24,Male,5,3,17,1,0.978082,0,0,False
6283,24,Male,5,4,1,1,0.317808,0,0,False
6284,24,Male,5,4,6,5,0.49863,0,0,False
6285,24,Male,5,4,6,6,0.139726,0,0,False
6286,24,Male,5,4,15,3,0.021918,0,0,False
6287,24,Male,5,4,16,2,1.0,0,0,False
6288,24,Male,5,4,18,2,1.0,0,0,False
6289,24,Male,5,4,21,2,0.794521,0,0,False
6290,24,Male,5,5,0,7,0.427397,0,0,False
6291,24,Male,5,5,3,1,0.375342,0,0,False
6292,24,Male,5,5,4,3,0.243836,0,0,False
6293,24,Male,5,5,4,5,1.0,0,0,False
6294,24,Male,5,5,4,6,0.361644,0,0,False
6295,24,Male,5,5,5,3,0.372603,0,0,False
6296,24,Male,5,5,6,4,0.487671,0,0,False
6297,24,Male,5,5,6,5,0.471233,0,0,False
6298,24,Male,5,5,6,6,0.375342,0,0,False
6299,24,Male,5,5,8,1,0.852055,0,0,False
6300,24,Male,5,5,12,1,0.49589,0,0,False
6301,24,Male,5,5,12,2,0.50411,0,0,False
6302,24,Male,5,5,12,5,0.761644,0,0,False
6303,24,Male,5,5,13,1,0.49589,0,0,False
6304,24,Male,5,5,13,7,0.408219,0,0,False
6305,24,Male,5,5,15,1,0.443836,0,0,False
6306,24,Male,5,5,17,1,0.926027,0,0,False
6307,24,Male,5,5,17,2,0.49589,0,0,False
6308,24,Male,5,5,18,6,1.0,0,0,False
6309,24,Male,5,5,18,7,0.50411,0,0,False
6310,24,Male,5,5,19,2,0.49863,0,0,False
6311,24,Male,5,5,23,1,0.427397,0,0,False
6312,24,Male,5,6,2,2,0.50137,0,0,False
6313,24,Male,5,6,3,1,0.558904,0,0,False
6314,24,Male,5,6,3,3,0.59726,0,0,False
6315,24,Male,5,6,3,7,0.361644,0,0,False
6316,24,Male,5,6,4,2,0.008219,0,0,False
6317,24,Male,5,6,6,1,0.482192,0,0,False
6318,24,Male,5,6,8,3,0.926027,0,0,False
6319,24,Male,5,6,8,4,0.463014,0,0,False
6320,24,Male,5,6,9,2,0.621918,0,0,False
6321,24,Male,5,6,9,3,1.369863,0,0,False
6322,24,Male,5,6,10,4,0.29863,0,0,False
6323,24,Male,5,6,10,7,0.539726,0,0,False
6324,24,Male,5,6,11,1,0.252055,0,0,False
6325,24,Male,5,6,11,5,0.49863,0,0,False
6326,24,Male,5,6,11,7,0.372603,0,0,False
6327,24,Male,5,6,12,4,0.49589,0,0,False
6328,24,Male,5,6,12,6,0.271233,0,0,False
6329,24,Male,5,6,13,5,0.427397,0,0,False
6330,24,Male,5,6,14,1,0.49589,0,0,False
6331,24,Male,5,6,14,2,0.50411,0,0,False
6332,24,Male,6,1,8,7,0.052055,0,0,False
6333,24,Male,6,1,11,1,0.010959,0,0,False
6334,24,Male,6,2,0,7,0.457534,1,7585,False
6335,24,Male,6,2,2,2,0.49863,0,0,False
6336,24,Male,6,2,2,5,0.772603,0,0,False
6337,24,Male,6,3,1,1,0.068493,0,0,False
6338,24,Male,6,3,2,4,0.539726,0,0,False
6339,24,Male,6,3,2,5,0.684932,0,0,False
6340,24,Male,6,3,2,6,0.317808,0,0,False
6341,24,Male,6,3,3,1,0.019178,0,0,False
6342,24,Male,6,3,12,1,0.961644,0,0,False
6343,24,Male,6,4,0,3,0.49589,0,0,False
6344,24,Male,6,4,1,1,0.969863,0,0,False
6345,24,Male,6,4,1,6,0.194521,0,0,False
6346,24,Male,6,4,4,2,0.49863,0,0,False
6347,24,Male,6,4,5,1,0.484932,0,0,False
6348,24,Male,6,4,11,2,0.471233,0,0,False
6349,24,Male,6,4,16,2,0.49589,0,0,False
6350,24,Male,6,4,16,4,1.0,0,0,False
6351,24,Male,6,4,17,2,1.0,0,0,False
6352,24,Male,6,4,18,1,0.331507,0,0,False
6353,24,Male,6,4,19,1,0.213699,0,0,False
6354,24,Male,6,4,23,1,0.945205,0,0,False
6355,24,Male,6,4,23,2,0.0,0,0,True
6356,24,Male,6,5,5,6,0.454795,0,0,False
6357,24,Male,6,5,6,5,0.336986,0,0,False
6358,24,Male,6,5,7,1,0.263014,0,0,False
6359,24,Male,6,5,8,2,2.0,0,0,False
6360,24,Male,6,5,11,3,0.284932,0,0,False
6361,24,Male,6,5,13,1,0.50411,0,0,False
6362,24,Male,6,5,14,1,0.161644,0,0,False
6363,24,Male,6,5,14,6,0.761644,0,0,False
6364,24,Male,6,5,15,1,0.79726,0,0,False
6365,24,Male,6,5,15,2,0.50137,0,0,False
6366,24,Male,6,5,16,1,1.380822,0,0,False
6367,24,Male,6,6,3,1,1.367123,0,0,False
6368,24,Male,6,6,3,3,0.161644,0,0,False
6369,24,Male,6,6,3,5,0.252055,0,0,False
6370,24,Male,6,6,6,7,0.553425,0,0,False
6371,24,Male,6,6,8,1,0.0,0,0,True
6372,24,Male,6,6,8,5,0.975342,0,0,False
6373,24,Male,6,6,8,6,0.139726,0,0,False
6374,24,Male,6,6,8,7,0.654795,0,0,False
6375,24,Male,6,6,9,4,0.728767,0,0,False
6376,24,Male,6,6,10,3,1.0,0,0,False
6377,24,Male,6,6,10,4,0.386301,0,0,False
6378,24,Male,6,6,11,1,0.326027,0,0,False
6379,24,Male,6,6,11,2,0.10411,0,0,False
6380,24,Male,6,6,11,3,0.367123,0,0,False
6381,24,Male,6,6,13,1,0.958904,0,0,False
6382,24,Male,6,6,13,5,0.572603,0,0,False
6383,24,Male,6,6,13,6,0.419178,0,0,False
6384,24,Male,6,6,15,1,0.490411,0,0,False
6385,24,Male,6,7,4,5,0.734247,0,0,False
6386,24,Male,6,7,4,6,0.383562,0,0,False
6387,24,Male,6,7,10,4,0.657534,0,0,False
6388,24,Male,6,7,10,5,0.0,0,0,True
6389,24,Male,7,3,2,6,0.123288,0,0,False
6390,24,Male,7,3,8,2,0.947945,0,0,False
6391,24,Male,7,4,1,1,0.249315,0,0,False
6392,24,Male,7,5,11,2,1.0,0,0,False
6393,24,Male,7,6,6,6,0.084932,0,0,False
6394,24,Male,7,6,6,7,0.50137,0,0,False
6395,24,Male,7,6,10,7,0.232877,0,0,False
6396,25,Female,1,2,8,2,0.49863,0,0,False
6397,25,Female,1,2,14,2,1.0,0,0,False
6398,25,Female,1,3,3,1,0.961644,0,0,False
6399,25,Female,1,3,3,2,0.424658,0,0,False
6400,25,Female,1,3,3,7,0.649315,0,0,False
6401,25,Female,1,3,4,1,0.953425,0,0,False
6402,25,Female,1,3,4,2,0.50137,0,0,False
6403,25,Female,1,3,5,4,1.980822,0,0,False
6404,25,Female,1,3,6,1,1.183562,0,0,False
6405,25,Female,1,3,6,2,0.249315,0,0,False
6406,25,Female,1,3,6,3,0.252055,0,0,False
6407,25,Female,1,3,12,1,0.057534,0,0,False
6408,25,Female,1,3,13,3,0.50411,0,0,False
6409,25,Female,1,3,15,1,0.427397,0,0,False
6410,25,Female,1,3,16,1,0.49863,0,0,False
6411,25,Female,1,3,17,1,0.506849,0,0,False
6412,25,Female,1,3,17,4,1.0,0,0,False
6413,25,Female,1,3,25,2,0.961644,0,0,False
6414,25,Female,1,3,27,1,0.49863,0,0,False
6415,25,Female,1,3,27,2,0.50137,0,0,False
6416,25,Female,1,3,36,2,0.213699,0,0,False
6417,25,Female,1,4,0,1,0.610959,0,0,False
6418,25,Female,1,4,4,3,0.547945,0,0,False
6419,25,Female,1,4,5,1,0.441096,0,0,False
6420,25,Female,1,4,6,6,1.0,0,0,False
6421,25,Female,1,4,10,2,0.369863,0,0,False
6422,25,Female,1,4,13,1,0.479452,0,0,False
6423,25,Female,1,4,13,6,0.0,0,0,True
6424,25,Female,1,4,14,2,1.0,0,0,False
6425,25,Female,1,4,14,4,0.446575,0,0,False
6426,25,Female,1,4,15,1,0.457534,0,0,False
6427,25,Female,1,4,26,1,0.394521,0,0,False
6428,25,Female,1,4,26,3,0.0,0,0,True
6429,25,Female,1,5,5,5,0.457534,0,0,False
6430,25,Female,1,5,10,1,0.046575,0,0,False
6431,25,Female,1,5,11,7,0.452055,0,0,False
6432,25,Female,1,5,13,1,0.172603,0,0,False
6433,25,Female,1,5,16,4,0.49589,0,0,False
6434,25,Female,1,5,16,5,0.50411,0,0,False
6435,25,Female,1,6,11,2,0.39726,0,0,False
6436,25,Female,2,1,2,2,0.0,0,0,True
6437,25,Female,2,1,7,2,0.054795,0,0,False
6438,25,Female,2,1,9,5,0.465753,0,0,False
6439,25,Female,2,1,10,7,0.09589,0,0,False
6440,25,Female,2,1,16,7,0.315068,0,0,False
6441,25,Female,2,1,25,2,1.030137,0,0,False
6442,25,Female,2,2,0,1,0.443836,0,0,False
6443,25,Female,2,2,6,1,0.164384,0,0,False
6444,25,Female,2,2,9,7,1.367123,0,0,False
6445,25,Female,2,3,1,7,0.389041,0,0,False
6446,25,Female,2,3,3,1,1.057534,0,0,False
6447,25,Female,2,3,3,5,0.482192,0,0,False
6448,25,Female,2,3,3,7,0.926027,0,0,False
6449,25,Female,2,3,6,2,0.950685,0,0,False
6450,25,Female,2,3,7,3,1.0,0,0,False
6451,25,Female,2,3,8,7,1.0,0,0,False
6452,25,Female,2,3,12,1,0.569863,0,0,False
6453,25,Female,2,3,12,3,1.29863,0,0,False
6454,25,Female,2,3,12,4,0.136986,0,0,False
6455,25,Female,2,3,14,1,1.761644,0,0,False
6456,25,Female,2,3,14,2,0.252055,0,0,False
6457,25,Female,2,3,14,3,0.750685,0,0,False
6458,25,Female,2,3,14,4,0.49589,0,0,False
6459,25,Female,2,3,16,1,1.054795,0,0,False
6460,25,Female,2,3,17,2,0.49863,0,0,False
6461,25,Female,2,3,17,4,0.783562,0,0,False
6462,25,Female,2,3,17,7,0.824658,0,0,False
6463,25,Female,2,3,26,1,0.460274,0,0,False
6464,25,Female,2,4,4,1,0.476712,0,0,False
6465,25,Female,2,4,5,1,1.189041,0,0,False
6466,25,Female,2,4,5,2,1.0,0,0,False
6467,25,Female,2,4,6,5,1.0,0,0,False
6468,25,Female,2,4,7,2,0.742466,0,0,False
6469,25,Female,2,4,12,1,0.016438,0,0,False
6470,25,Female,2,4,14,4,0.99726,0,0,False
6471,25,Female,2,4,14,5,0.435616,0,0,False
6472,25,Female,2,4,16,1,0.268493,0,0,False
6473,25,Female,2,4,16,2,0.49863,0,0,False
6474,25,Female,2,4,16,3,0.50137,0,0,False
6475,25,Female,2,4,16,4,0.10137,0,0,False
6476,25,Female,2,4,17,1,0.424658,0,0,False
6477,25,Female,2,4,17,2,1.0,0,0,False
6478,25,Female,2,4,17,6,0.49863,0,0,False
6479,25,Female,2,4,19,1,0.421918,0,0,False
6480,25,Female,2,4,19,2,0.243836,0,0,False
6481,25,Female,2,4,19,7,0.336986,0,0,False
6482,25,Female,2,5,5,5,0.452055,0,0,False
6483,25,Female,2,5,6,7,0.939726,0,0,False
6484,25,Female,2,5,7,7,0.912329,0,0,False
6485,25,Female,2,5,11,2,0.49863,0,0,False
6486,25,Female,2,5,11,3,0.50137,0,0,False
6487,25,Female,2,5,11,4,0.873973,0,0,False
6488,25,Female,2,5,12,1,0.271233,0,0,False
6489,25,Female,2,5,12,2,0.416438,0,0,False
6490,25,Female,2,5,13,1,0.465753,0,0,False
6491,25,Female,2,5,14,7,1.0,0,0,False
6492,25,Female,2,5,15,1,0.323288,0,0,False
6493,25,Female,2,5,16,1,0.40274,0,0,False
6494,25,Female,2,5,16,3,0.887671,0,0,False
6495,25,Female,2,5,16,4,0.50411,0,0,False
6496,25,Female,2,6,4,2,0.49863,0,0,False
6497,25,Female,2,6,4,3,0.50137,0,0,False
6498,25,Female,2,6,7,2,0.539726,0,0,False
6499,25,Female,2,6,8,7,0.580822,0,0,False
6500,25,Female,2,6,9,4,0.939726,0,0,False
6501,25,Female,2,6,12,1,0.126027,0,0,False
6502,25,Female,2,6,16,7,0.172603,0,0,False
6503,25,Female,3,1,2,1,0.747945,0,0,False
6504,25,Female,3,1,2,2,0.252055,0,0,False
6505,25,Female,3,1,31,1,0.931507,0,0,False
6506,25,Female,3,2,11,1,0.890411,0,0,False
6507,25,Female,3,3,0,1,0.49589,0,0,False
6508,25,Female,3,3,0,2,0.350685,0,0,False
6509,25,Female,3,3,1,6,0.449315,0,0,False
6510,25,Female,3,3,2,4,1.0,0,0,False
6511,25,Female,3,3,3,3,0.945205,0,0,False
6512,25,Female,3,3,4,2,0.939726,0,0,False
6513,25,Female,3,3,4,4,0.457534,0,0,False
6514,25,Female,3,3,5,4,1.0,0,0,False
6515,25,Female,3,3,6,1,0.69589,0,0,False
6516,25,Female,3,3,8,2,1.0,0,0,False
6517,25,Female,3,3,9,1,0.747945,0,0,False
6518,25,Female,3,3,9,5,1.0,0,0,False
6519,25,Female,3,3,9,7,1.0,0,0,False
6520,25,Female,3,3,11,1,0.671233,0,0,False
6521,25,Female,3,3,11,2,0.668493,0,0,False
6522,25,Female,3,3,12,3,0.50411,0,0,False
6523,25,Female,3,3,13,1,0.167123,0,0,False
6524,25,Female,3,3,13,2,0.50411,0,0,False
6525,25,Female,3,3,15,1,1.246575,0,0,False
6526,25,Female,3,3,15,2,0.241096,0,0,False
6527,25,Female,3,3,16,2,1.484932,0,0,False
6528,25,Female,3,3,17,1,0.69589,0,0,False
6529,25,Female,3,3,22,1,0.0,0,0,True
6530,25,Female,3,4,0,2,0.134247,0,0,False
6531,25,Female,3,4,1,5,0.284932,0,0,False
6532,25,Female,3,4,2,1,0.241096,0,0,False
6533,25,Female,3,4,2,2,0.038356,0,0,False
6534,25,Female,3,4,2,4,0.479452,0,0,False
6535,25,Female,3,4,3,7,0.936986,0,0,False
6536,25,Female,3,4,5,3,0.923288,0,0,False
6537,25,Female,3,4,8,1,0.969863,0,0,False
6538,25,Female,3,4,8,6,0.942466,0,0,False
6539,25,Female,3,4,14,1,0.90411,0,0,False
6540,25,Female,3,4,14,5,0.479452,0,0,False
6541,25,Female,3,4,15,1,0.613699,0,0,False
6542,25,Female,3,4,15,2,0.073973,0,0,False
6543,25,Female,3,4,16,4,0.339726,0,0,False
6544,25,Female,3,4,18,1,0.068493,0,0,False
6545,25,Female,3,5,2,6,0.419178,0,0,False
6546,25,Female,3,5,2,7,0.284932,0,0,False
6547,25,Female,3,5,8,7,0.50137,0,0,False
6548,25,Female,3,5,10,5,0.980822,0,0,False
6549,25,Female,3,5,13,6,0.50137,0,0,False
6550,25,Female,3,5,15,1,0.646575,0,0,False
6551,25,Female,3,5,16,1,0.49863,0,0,False
6552,25,Female,3,5,16,2,0.50137,0,0,False
6553,25,Female,3,5,18,5,1.0,0,0,False
6554,25,Female,3,6,3,1,0.0,0,0,True
6555,25,Female,3,6,5,4,0.947945,0,0,False
6556,25,Female,3,6,8,1,0.030137,0,0,False
6557,25,Female,3,6,8,4,0.312329,0,0,False
6558,25,Female,3,6,9,5,0.950685,0,0,False
6559,25,Female,3,6,10,2,0.50411,0,0,False
6560,25,Female,3,6,10,3,1.430137,0,0,False
6561,25,Female,3,6,11,3,1.0,0,0,False
6562,25,Female,3,6,12,6,0.0,0,0,True
6563,25,Female,3,6,15,1,0.010959,0,0,False
6564,25,Female,4,1,8,1,0.167123,0,0,False
6565,25,Female,4,1,13,1,0.512329,0,0,False
6566,25,Female,4,1,13,7,0.20274,0,0,False
6567,25,Female,4,2,1,1,0.958904,0,0,False
6568,25,Female,4,2,3,6,0.575342,0,0,False
6569,25,Female,4,2,7,2,1.0,0,0,False
6570,25,Female,4,2,16,1,0.29863,0,0,False
6571,25,Female,4,2,17,2,0.936986,0,0,False
6572,25,Female,4,2,17,3,0.0,0,0,True
6573,25,Female,4,2,18,7,0.860274,0,0,False
6574,25,Female,4,3,1,1,0.438356,0,0,False
6575,25,Female,4,3,1,3,0.49863,0,0,False
6576,25,Female,4,3,2,2,1.0,0,0,False
6577,25,Female,4,3,2,7,0.989041,0,0,False
6578,25,Female,4,3,3,1,1.4,0,0,False
6579,25,Female,4,3,3,2,0.084932,0,0,False
6580,25,Female,4,3,3,4,1.0,0,0,False
6581,25,Female,4,3,3,5,0.460274,0,0,False
6582,25,Female,4,3,4,3,1.0,0,0,False
6583,25,Female,4,3,5,4,0.961644,0,0,False
6584,25,Female,4,3,6,1,0.49863,0,0,False
6585,25,Female,4,3,6,2,0.750685,0,0,False
6586,25,Female,4,3,6,3,0.00274,0,0,False
6587,25,Female,4,3,8,4,0.49863,0,0,False
6588,25,Female,4,3,8,5,0.50137,0,0,False
6589,25,Female,4,3,11,7,0.273973,0,0,False
6590,25,Female,4,3,12,2,0.238356,0,0,False
6591,25,Female,4,3,14,2,0.589041,1,17000,False
6592,25,Female,4,3,14,3,0.975342,0,0,False
6593,25,Female,4,3,15,2,0.936986,0,0,False
6594,25,Female,4,3,16,1,1.939726,0,0,False
6595,25,Female,4,3,16,2,1.465753,0,0,False
6596,25,Female,4,3,16,3,0.50137,0,0,False
6597,25,Female,4,3,17,1,0.989041,0,0,False
6598,25,Female,4,3,17,2,2.00274,0,0,False
6599,25,Female,4,3,17,4,0.161644,0,0,False
6600,25,Female,4,3,17,5,0.241096,0,0,False
6601,25,Female,4,3,17,6,0.0,0,0,True
6602,25,Female,4,3,18,1,0.936986,0,0,False
6603,25,Female,4,3,20,5,1.0,0,0,False
6604,25,Female,4,3,20,6,0.50411,0,0,False
6605,25,Female,4,3,23,7,0.980822,0,0,False
6606,25,Female,4,3,32,3,0.010959,0,0,False
6607,25,Female,4,4,0,1,0.424658,0,0,False
6608,25,Female,4,4,4,1,0.983562,0,0,False
6609,25,Female,4,4,5,5,0.49589,0,0,False
6610,25,Female,4,4,6,4,0.928767,0,0,False
6611,25,Female,4,4,7,5,0.50411,0,0,False
6612,25,Female,4,4,9,3,0.619178,0,0,False
6613,25,Female,4,4,9,4,1.0,0,0,False
6614,25,Female,4,4,10,3,1.0,0,0,False
6615,25,Female,4,4,10,4,0.49863,0,0,False
6616,25,Female,4,4,10,5,1.460274,0,0,False
6617,25,Female,4,4,12,3,0.99726,0,0,False
6618,25,Female,4,4,12,7,0.936986,0,0,False
6619,25,Female,4,4,14,1,0.249315,0,0,False
6620,25,Female,4,4,14,7,1.0,0,0,False
6621,25,Female,4,4,15,4,1.178082,0,0,False
6622,25,Female,4,4,15,5,0.271233,0,0,False
6623,25,Female,4,4,16,1,1.542466,0,0,False
6624,25,Female,4,4,16,2,0.0,0,0,True
6625,25,Female,4,4,17,1,0.558904,0,0,False
6626,25,Female,4,4,17,2,0.663014,0,0,False
6627,25,Female,4,4,18,1,1.849315,0,0,False
6628,25,Female,4,4,18,2,1.0,0,0,False
6629,25,Female,4,4,23,6,0.367123,0,0,False
6630,25,Female,4,4,27,1,0.783562,0,0,False
6631,25,Female,4,4,27,2,0.219178,0,0,False
6632,25,Female,4,5,4,1,0.367123,0,0,False
6633,25,Female,4,5,4,4,0.49589,0,0,False
6634,25,Female,4,5,9,2,0.753425,0,0,False
6635,25,Female,4,5,11,1,0.989041,0,0,False
6636,25,Female,4,5,11,4,0.128767,0,0,False
6637,25,Female,4,5,13,6,1.0,0,0,False
6638,25,Female,4,5,14,1,1.142466,0,0,False
6639,25,Female,4,5,15,1,0.846575,0,0,False
6640,25,Female,4,5,16,1,0.482192,0,0,False
6641,25,Female,4,5,17,3,0.49863,0,0,False
6642,25,Female,4,6,4,3,0.619178,0,0,False
6643,25,Female,4,6,8,6,0.476712,0,0,False
6644,25,Female,4,6,11,1,1.0,0,0,False
6645,25,Female,4,6,14,7,0.715068,0,0,False
6646,25,Female,4,6,15,1,0.268493,0,0,False
6647,25,Female,4,6,15,6,0.49863,0,0,False
6648,25,Female,4,6,15,7,0.50137,0,0,False
6649,25,Female,4,7,1,4,0.0,0,0,True
6650,25,Female,4,7,5,7,0.882192,0,0,False
6651,25,Female,4,7,11,1,0.621918,0,0,False
6652,25,Female,4,7,12,1,0.0,0,0,True
6653,25,Female,4,7,13,6,0.49863,0,0,False
6654,25,Female,5,2,4,1,0.263014,0,0,False
